Date,Price,Open,High,Low
3-Mar-09,2622.40,2672.15,2688.50,2611.55
4-Mar-09,2645.20,2611.95,2655.70,2611.95
5-Mar-09,2576.70,2645.90,2663.90,2564.10
6-Mar-09,2620.15,2576.75,2628.10,2539.45
9-Mar-09,2573.15,2620.10,2621.25,2555.60
12-Mar-09,2617.45,2574.50,2646.10,2574.50
13-Mar-09,2719.25,2616.60,2726.15,2616.60
16-Mar-09,2777.25,2716.05,2781.95,2701.95
17-Mar-09,2757.45,2776.35,2805.60,2738.70
18-Mar-09,2794.70,2757.65,2836.05,2752.25
19-Mar-09,2807.15,2797.05,2822.25,2771.35
20-Mar-09,2807.05,2807.35,2816.10,2773.65
23-Mar-09,2939.90,2807.25,2949.75,2807.25
24-Mar-09,2938.70,2923.80,3017.40,2914.50
25-Mar-09,2984.35,2938.80,2996.50,2923.30
26-Mar-09,3082.25,2982.25,3103.35,2982.25
27-Mar-09,3108.65,3079.40,3123.35,3055.90
30-Mar-09,2978.15,3108.75,3110.20,2962.40
31-Mar-09,3020.95,2981.70,3054.30,2966.40
1-Apr-09,3060.35,3023.85,3069.30,2965.70
2-Apr-09,3211.05,3061.05,3228.75,3061.05
6-Apr-09,3256.60,3211.35,3303.90,3211.35
8-Apr-09,3342.95,3255.35,3357.05,3149.25
9-Apr-09,3342.05,3346.00,3401.15,3307.05
13-Apr-09,3382.60,3342.20,3417.80,3334.15
15-Apr-09,3484.15,3381.45,3497.55,3311.80
16-Apr-09,3369.50,3484.35,3511.25,3354.20
17-Apr-09,3384.40,3369.50,3489.85,3359.25
20-Apr-09,3377.10,3384.75,3441.10,3339.45
21-Apr-09,3365.30,3376.85,3414.70,3309.35
22-Apr-09,3330.30,3364.60,3401.10,3296.90
23-Apr-09,3423.70,3330.50,3439.90,3310.50
24-Apr-09,3480.75,3423.60,3491.35,3402.90
27-Apr-09,3470.00,3481.30,3517.25,3435.30
28-Apr-09,3362.35,3469.50,3471.95,3351.50
29-Apr-09,3473.95,3371.65,3486.40,3366.70
4-May-09,3654.00,3478.70,3664.50,3478.70
5-May-09,3661.90,3664.50,3682.20,3618.75
6-May-09,3625.05,3662.00,3717.05,3608.65
7-May-09,3683.90,3617.15,3692.05,3617.15
8-May-09,3620.70,3681.80,3711.25,3582.85
11-May-09,3554.60,3615.75,3660.20,3534.55
12-May-09,3681.10,3554.65,3691.65,3534.20
13-May-09,3635.25,3668.75,3709.60,3610.20
14-May-09,3593.45,3631.90,3631.90,3537.60
15-May-09,3671.65,3597.85,3686.25,3597.85
18-May-09,4323.15,3673.15,4384.30,3673.15
19-May-09,4318.45,4324.95,4509.40,4167.65
20-May-09,4270.30,4318.75,4362.85,4244.70
21-May-09,4210.90,4270.35,4319.00,4199.20
22-May-09,4238.50,4211.85,4249.50,4155.85
25-May-09,4237.55,4238.10,4270.05,4205.10
26-May-09,4116.70,4239.55,4256.05,4092.25
27-May-09,4276.05,4117.30,4286.45,4115.25
28-May-09,4337.10,4276.15,4354.85,4254.85
29-May-09,4448.95,4340.75,4488.05,4340.75
1-Jun-09,4529.90,4450.40,4545.40,4450.40
2-Jun-09,4525.25,4530.45,4586.40,4451.30
3-Jun-09,4530.70,4525.50,4574.90,4478.60
4-Jun-09,4572.65,4530.30,4582.20,4453.45
5-Jun-09,4586.90,4573.30,4636.85,4561.95
8-Jun-09,4429.90,4582.35,4611.40,4404.65
9-Jun-09,4550.95,4427.75,4562.45,4365.10
10-Jun-09,4655.25,4551.70,4688.95,4551.70
11-Jun-09,4637.70,4657.40,4679.55,4586.15
12-Jun-09,4583.40,4637.55,4693.20,4566.15
15-Jun-09,4484.00,4584.65,4601.05,4469.60
16-Jun-09,4517.80,4478.10,4537.95,4405.95
17-Jun-09,4356.15,4515.35,4517.80,4332.80
18-Jun-09,4251.40,4352.95,4375.30,4222.15
19-Jun-09,4313.60,4251.10,4326.20,4206.70
22-Jun-09,4235.25,4314.20,4352.25,4221.90
23-Jun-09,4247.00,4223.30,4267.45,4143.25
24-Jun-09,4292.95,4247.30,4307.00,4218.25
25-Jun-09,4241.85,4293.85,4337.95,4221.15
26-Jun-09,4375.50,4243.95,4383.75,4243.95
29-Jun-09,4390.95,4375.40,4439.95,4350.90
30-Jun-09,4291.10,4391.50,4426.75,4267.35
1-Jul-09,4340.90,4292.30,4362.30,4249.70
2-Jul-09,4348.85,4373.50,4383.65,4288.75
3-Jul-09,4424.25,4347.30,4434.45,4298.95
6-Jul-09,4165.70,4429.60,4479.80,4133.70
7-Jul-09,4202.15,4166.00,4231.80,4155.50
8-Jul-09,4078.90,4201.85,4201.85,4061.10
9-Jul-09,4080.95,4078.75,4114.90,4039.85
10-Jul-09,4003.90,4081.40,4129.95,3976.80
13-Jul-09,3974.05,4003.40,4003.40,3918.75
14-Jul-09,4111.40,3974.10,4128.90,3974.10
15-Jul-09,4233.50,4120.80,4249.55,4118.75
16-Jul-09,4231.40,4223.50,4305.00,4205.50
17-Jul-09,4374.95,4231.45,4390.40,4230.15
20-Jul-09,4502.25,4377.90,4510.30,4377.90
21-Jul-09,4469.10,4501.50,4524.00,4436.60
22-Jul-09,4398.90,4469.30,4557.95,4380.45
23-Jul-09,4523.75,4409.70,4532.40,4405.95
24-Jul-09,4568.55,4524.80,4578.75,4504.85
27-Jul-09,4572.30,4568.65,4596.75,4528.50
28-Jul-09,4564.10,4572.80,4599.90,4529.15
29-Jul-09,4513.50,4565.80,4573.85,4420.80
30-Jul-09,4571.45,4513.10,4582.35,4474.50
31-Jul-09,4636.45,4571.60,4669.75,4571.60
3-Aug-09,4711.40,4633.80,4723.75,4617.75
4-Aug-09,4680.50,4706.25,4731.45,4642.60
5-Aug-09,4694.15,4680.95,4717.20,4629.85
6-Aug-09,4585.50,4694.35,4718.15,4559.20
7-Aug-09,4481.40,4591.90,4591.90,4463.95
10-Aug-09,4437.65,4486.50,4562.50,4399.85
11-Aug-09,4471.35,4435.00,4510.80,4398.90
12-Aug-09,4457.50,4473.80,4473.80,4359.40
13-Aug-09,4605.00,4458.55,4614.15,4458.55
14-Aug-09,4580.05,4605.15,4619.00,4559.35
17-Aug-09,4387.90,4578.80,4578.80,4374.60
18-Aug-09,4458.90,4389.50,4491.45,4372.65
19-Aug-09,4394.10,4457.75,4477.55,4353.45
20-Aug-09,4453.45,4394.35,4492.80,4394.35
21-Aug-09,4528.80,4453.45,4538.70,4400.90
24-Aug-09,4642.80,4536.95,4656.30,4536.95
25-Aug-09,4659.35,4641.65,4672.90,4582.50
26-Aug-09,4680.85,4659.45,4697.80,4659.10
27-Aug-09,4688.20,4679.00,4707.90,4645.15
28-Aug-09,4732.35,4688.40,4743.75,4651.40
31-Aug-09,4662.10,4730.85,4730.85,4635.00
1-Sep-09,4625.35,4662.20,4735.90,4600.65
2-Sep-09,4608.35,4624.00,4650.45,4576.60
3-Sep-09,4593.55,4608.75,4647.35,4581.05
4-Sep-09,4680.40,4608.70,4697.20,4580.35
7-Sep-09,4782.90,4682.40,4790.00,4679.30
8-Sep-09,4805.25,4782.85,4842.20,4782.65
9-Sep-09,4814.25,4804.90,4825.05,4783.50
10-Sep-09,4819.40,4814.35,4889.05,4807.90
11-Sep-09,4829.55,4819.40,4856.15,4791.55
14-Sep-09,4808.60,4830.35,4832.25,4786.25
15-Sep-09,4892.10,4808.35,4899.45,4808.35
16-Sep-09,4958.40,4894.65,4966.30,4894.65
17-Sep-09,4965.55,4958.55,5003.05,4944.15
18-Sep-09,4976.05,4963.95,4980.85,4931.90
22-Sep-09,5020.20,4977.10,5036.30,4977.10
23-Sep-09,4969.95,5019.95,5030.75,4957.05
24-Sep-09,4986.55,4977.15,5016.70,4904.05
25-Sep-09,4958.95,4985.10,4994.35,4931.25
29-Sep-09,5006.85,4959.15,5020.25,4959.10
30-Sep-09,5083.95,5007.65,5087.60,5004.35
1-Oct-09,5083.40,5087.20,5110.50,5057.05
5-Oct-09,5003.20,5076.05,5076.05,4991.95
6-Oct-09,5027.40,5003.65,5034.70,4921.05
7-Oct-09,4985.75,5031.70,5077.00,4972.95
8-Oct-09,5002.25,5011.25,5043.05,4971.75
9-Oct-09,4945.20,4993.00,5032.60,4934.55
12-Oct-09,5054.25,4945.45,5068.05,4945.45
14-Oct-09,5118.20,5054.35,5127.40,5054.35
15-Oct-09,5108.85,5118.55,5152.25,5077.10
16-Oct-09,5142.15,5108.65,5149.65,5093.20
17-Oct-09,5141.80,5159.35,5176.80,5124.25
20-Oct-09,5114.45,5145.60,5181.95,5102.65
21-Oct-09,5063.60,5114.85,5117.45,5051.65
22-Oct-09,4988.60,5063.35,5064.25,4968.45
23-Oct-09,4997.05,4986.55,5054.95,4983.25
26-Oct-09,4970.90,4997.15,5033.75,4961.35
27-Oct-09,4846.70,4970.55,4970.55,4829.50
28-Oct-09,4826.15,4846.55,4867.00,4784.10
29-Oct-09,4750.55,4826.10,4826.10,4738.40
30-Oct-09,4711.70,4751.10,4853.65,4687.50
3-Nov-09,4563.90,4712.25,4729.85,4538.50
4-Nov-09,4710.80,4567.30,4717.80,4565.00
5-Nov-09,4765.55,4711.65,4776.35,4610.60
6-Nov-09,4796.15,4767.50,4836.20,4764.85
9-Nov-09,4898.40,4796.15,4905.25,4789.90
10-Nov-09,4881.70,4898.90,4947.70,4860.10
11-Nov-09,5003.95,4882.30,5016.70,4870.05
12-Nov-09,4952.65,5004.40,5014.40,4924.75
13-Nov-09,4998.95,4952.35,5017.90,4942.65
16-Nov-09,5058.05,4996.50,5073.20,4994.00
17-Nov-09,5062.25,5058.95,5074.00,5010.15
18-Nov-09,5054.70,5061.50,5079.30,5041.65
19-Nov-09,4989.00,5043.95,5053.45,4963.70
20-Nov-09,5052.45,4988.75,5063.30,4932.80
23-Nov-09,5103.55,5052.95,5113.10,5052.10
24-Nov-09,5090.55,5105.00,5112.85,5053.50
25-Nov-09,5108.15,5091.55,5138.00,5078.35
26-Nov-09,5005.55,5116.45,5116.45,4986.05
27-Nov-09,4941.75,5005.05,5005.05,4806.70
30-Nov-09,5032.70,4942.25,5066.35,4942.25
1-Dec-09,5122.00,5039.70,5130.35,5038.85
2-Dec-09,5123.25,5122.75,5161.75,5111.75
3-Dec-09,5131.70,5124.55,5181.00,5106.60
4-Dec-09,5108.90,5131.70,5161.80,5081.85
7-Dec-09,5066.70,5108.85,5131.30,5051.55
8-Dec-09,5147.95,5068.55,5152.55,5058.90
9-Dec-09,5112.00,5147.65,5147.65,5090.60
10-Dec-09,5134.65,5112.40,5146.45,5084.65
11-Dec-09,5117.30,5136.05,5182.55,5088.40
14-Dec-09,5105.70,5117.45,5156.70,5090.15
15-Dec-09,5033.05,5105.75,5129.45,5018.25
16-Dec-09,5042.05,5032.95,5067.25,5001.80
17-Dec-09,5041.75,5046.65,5064.20,5013.15
18-Dec-09,4987.70,5042.00,5043.40,4979.05
21-Dec-09,4952.60,4983.65,4997.85,4943.95
22-Dec-09,4985.85,4953.35,4997.30,4953.35
23-Dec-09,5144.60,4990.05,5150.60,4990.05
24-Dec-09,5178.40,5144.80,5197.90,5129.05
29-Dec-09,5187.95,5180.75,5214.60,5175.85
30-Dec-09,5169.45,5188.75,5197.05,5160.10
31-Dec-09,5201.05,5171.20,5221.85,5168.75
4-Jan-10,5232.20,5200.90,5238.45,5167.10
5-Jan-10,5277.90,5277.15,5288.35,5242.40
6-Jan-10,5281.80,5278.15,5310.85,5260.05
7-Jan-10,5263.10,5281.80,5302.55,5244.75
8-Jan-10,5244.75,5264.25,5276.75,5234.70
11-Jan-10,5249.40,5263.80,5287.20,5227.80
12-Jan-10,5210.40,5251.10,5300.50,5200.95
13-Jan-10,5233.95,5212.60,5239.20,5169.55
14-Jan-10,5259.90,5234.50,5272.85,5232.50
15-Jan-10,5252.20,5259.90,5279.85,5242.45
18-Jan-10,5274.85,5253.65,5292.50,5228.95
19-Jan-10,5225.65,5274.20,5287.80,5218.65
20-Jan-10,5221.70,5226.10,5256.70,5201.40
21-Jan-10,5094.15,5220.20,5220.35,5085.45
22-Jan-10,5036.00,5094.15,5094.15,4954.85
25-Jan-10,5007.90,5034.55,5035.70,4983.05
27-Jan-10,4853.10,5008.50,5008.50,4833.05
28-Jan-10,4867.25,4863.00,4929.90,4824.95
29-Jan-10,4882.05,4866.15,4893.70,4766.00
1-Feb-10,4899.70,4882.05,4918.80,4827.15
2-Feb-10,4830.10,4907.85,4951.15,4814.10
3-Feb-10,4931.85,4831.00,4949.15,4831.00
4-Feb-10,4845.35,4931.30,4931.30,4832.35
5-Feb-10,4718.65,4819.65,4827.00,4692.35
6-Feb-10,4757.25,4712.75,4768.15,4712.75
8-Feb-10,4760.40,4755.35,4799.05,4675.40
9-Feb-10,4792.65,4760.55,4810.40,4739.35
10-Feb-10,4757.20,4793.00,4826.85,4748.10
11-Feb-10,4826.85,4757.25,4843.80,4757.25
15-Feb-10,4801.95,4827.90,4845.60,4783.90
16-Feb-10,4855.75,4801.80,4880.00,4791.35
17-Feb-10,4914.00,4858.65,4929.70,4857.60
18-Feb-10,4887.75,4915.10,4922.05,4873.70
19-Feb-10,4844.90,4887.30,4887.30,4805.55
22-Feb-10,4856.40,4849.35,4912.05,4845.90
23-Feb-10,4870.05,4856.60,4884.10,4833.15
24-Feb-10,4858.60,4869.55,4880.55,4834.65
25-Feb-10,4859.75,4859.00,4880.15,4835.60
26-Feb-10,4922.30,4858.50,4992.00,4858.45
2-Mar-10,5017.00,4935.60,5029.45,4935.35
3-Mar-10,5088.10,5015.80,5093.25,5015.10
4-Mar-10,5080.25,5096.95,5096.95,5049.00
5-Mar-10,5088.70,5080.55,5118.65,5068.05
8-Mar-10,5124.00,5092.15,5147.10,5092.15
9-Mar-10,5101.50,5121.05,5131.80,5094.35
10-Mar-10,5116.25,5101.60,5137.40,5092.05
11-Mar-10,5133.40,5116.35,5152.60,5102.10
12-Mar-10,5137.00,5131.80,5158.10,5122.10
15-Mar-10,5128.90,5134.45,5151.05,5101.20
16-Mar-10,5198.10,5128.95,5209.25,5125.70
17-Mar-10,5231.90,5198.45,5260.50,5177.15
18-Mar-10,5245.90,5232.55,5255.65,5214.40
19-Mar-10,5262.80,5246.80,5269.95,5237.10
22-Mar-10,5205.20,5260.95,5260.95,5187.05
23-Mar-10,5225.30,5205.85,5243.60,5193.40
25-Mar-10,5260.40,5225.30,5267.30,5202.95
26-Mar-10,5282.00,5260.55,5293.75,5260.55
29-Mar-10,5302.85,5283.90,5329.55,5242.15
30-Mar-10,5262.45,5302.95,5325.00,5251.35
31-Mar-10,5249.10,5260.40,5293.90,5235.15
1-Apr-10,5290.50,5249.20,5298.60,5249.20
5-Apr-10,5368.40,5291.40,5377.55,5291.40
6-Apr-10,5366.00,5369.65,5388.65,5351.70
7-Apr-10,5374.65,5365.70,5399.65,5345.05
8-Apr-10,5304.45,5376.30,5383.65,5290.25
9-Apr-10,5361.75,5302.40,5377.45,5302.25
12-Apr-10,5339.70,5354.15,5382.15,5324.90
13-Apr-10,5322.95,5340.85,5356.50,5301.70
15-Apr-10,5273.60,5323.30,5373.15,5265.30
16-Apr-10,5262.60,5273.40,5283.05,5237.55
19-Apr-10,5203.65,5279.05,5279.05,5160.90
20-Apr-10,5230.10,5208.30,5257.25,5208.30
21-Apr-10,5244.90,5230.30,5266.30,5230.30
22-Apr-10,5269.35,5248.60,5331.80,5221.10
23-Apr-10,5304.10,5269.65,5311.05,5269.65
26-Apr-10,5322.45,5299.35,5342.35,5299.35
27-Apr-10,5308.35,5322.10,5330.55,5301.40
28-Apr-10,5215.45,5308.20,5308.25,5202.45
29-Apr-10,5254.15,5215.25,5264.75,5214.80
30-Apr-10,5278.00,5254.20,5294.80,5254.20
3-May-10,5222.75,5278.40,5278.70,5210.05
4-May-10,5148.50,5223.90,5250.15,5134.85
5-May-10,5124.90,5148.35,5148.35,5056.50
6-May-10,5090.85,5124.40,5124.90,5037.75
7-May-10,5018.05,5072.30,5085.65,4984.60
10-May-10,5193.60,5026.60,5203.30,5026.60
11-May-10,5136.15,5189.75,5206.70,5126.50
12-May-10,5156.65,5133.75,5172.85,5098.80
13-May-10,5178.90,5157.55,5212.70,5147.95
14-May-10,5093.50,5180.55,5192.75,5070.95
17-May-10,5059.90,5093.90,5094.55,4966.25
18-May-10,5066.20,5059.55,5105.20,5024.25
19-May-10,4919.65,5065.10,5065.10,4908.15
20-May-10,4947.60,4924.30,4980.25,4924.30
21-May-10,4931.15,4946.70,4946.70,4842.30
24-May-10,4943.95,4944.30,5029.55,4923.45
25-May-10,4806.75,4945.30,4946.60,4786.45
26-May-10,4917.40,4807.30,4925.45,4807.30
27-May-10,5003.10,4915.15,5016.60,4897.60
28-May-10,5066.55,5005.60,5077.25,5005.60
31-May-10,5086.30,5076.10,5097.60,5038.55
1-Jun-10,4970.20,5086.25,5086.95,4961.05
2-Jun-10,5019.85,4970.75,5031.20,4967.05
3-Jun-10,5110.50,5020.15,5125.70,5020.15
4-Jun-10,5135.50,5112.60,5147.90,5091.60
7-Jun-10,5034.00,5132.95,5132.95,5004.25
8-Jun-10,4987.10,5036.70,5071.35,4967.30
9-Jun-10,5000.30,4985.05,5050.60,4980.10
10-Jun-10,5078.60,4999.60,5085.20,4997.60
11-Jun-10,5119.35,5078.75,5139.05,5078.75
14-Jun-10,5197.70,5120.15,5201.25,5120.15
15-Jun-10,5222.35,5201.30,5231.45,5171.05
16-Jun-10,5233.35,5225.05,5255.65,5214.90
17-Jun-10,5274.85,5233.65,5285.55,5206.55
18-Jun-10,5262.60,5274.95,5302.30,5245.50
21-Jun-10,5353.30,5266.50,5366.75,5266.50
22-Jun-10,5316.55,5353.95,5354.35,5311.05
23-Jun-10,5323.15,5316.15,5333.30,5288.15
24-Jun-10,5320.60,5323.25,5348.30,5284.55
25-Jun-10,5269.05,5320.50,5320.50,5259.90
28-Jun-10,5333.50,5271.10,5339.45,5270.75
29-Jun-10,5256.15,5333.55,5334.15,5235.80
30-Jun-10,5312.50,5254.25,5320.35,5210.00
1-Jul-10,5251.40,5312.05,5312.55,5232.10
2-Jul-10,5237.10,5251.25,5277.25,5225.60
5-Jul-10,5235.90,5237.00,5252.75,5225.85
6-Jul-10,5289.05,5236.10,5297.45,5231.50
7-Jul-10,5241.10,5293.10,5296.75,5233.45
8-Jul-10,5296.85,5242.00,5320.50,5242.00
9-Jul-10,5352.45,5297.20,5359.05,5297.20
12-Jul-10,5383.00,5352.25,5402.70,5351.60
13-Jul-10,5400.65,5370.20,5406.20,5357.85
14-Jul-10,5386.15,5402.00,5453.45,5371.70
15-Jul-10,5378.75,5387.10,5399.20,5360.60
16-Jul-10,5393.90,5376.65,5401.35,5374.40
19-Jul-10,5386.45,5392.70,5409.10,5361.50
20-Jul-10,5368.00,5387.00,5416.45,5353.60
21-Jul-10,5399.35,5368.85,5409.10,5368.85
22-Jul-10,5441.95,5399.15,5447.15,5372.20
23-Jul-10,5449.10,5441.90,5477.50,5435.15
26-Jul-10,5418.60,5446.55,5466.25,5409.20
27-Jul-10,5430.60,5420.20,5450.95,5407.20
28-Jul-10,5397.55,5436.10,5447.85,5386.25
29-Jul-10,5408.90,5397.85,5415.85,5381.55
30-Jul-10,5367.60,5408.40,5413.25,5349.20
2-Aug-10,5431.65,5369.55,5438.85,5351.30
3-Aug-10,5439.55,5432.50,5459.20,5426.40
4-Aug-10,5467.85,5441.35,5481.90,5428.40
5-Aug-10,5447.10,5470.15,5487.15,5443.10
6-Aug-10,5439.25,5448.25,5471.90,5431.35
9-Aug-10,5486.15,5439.80,5492.30,5433.25
10-Aug-10,5460.70,5486.80,5491.45,5445.35
11-Aug-10,5420.60,5460.70,5474.60,5412.00
12-Aug-10,5416.45,5418.70,5431.10,5372.45
13-Aug-10,5452.10,5420.65,5476.50,5415.50
16-Aug-10,5418.30,5452.10,5465.25,5397.40
17-Aug-10,5414.15,5422.15,5443.55,5408.80
18-Aug-10,5479.15,5416.25,5487.95,5416.25
19-Aug-10,5540.20,5478.25,5544.70,5478.10
20-Aug-10,5530.65,5540.80,5546.60,5513.35
23-Aug-10,5543.50,5531.15,5549.80,5519.40
24-Aug-10,5505.10,5541.10,5547.25,5488.45
25-Aug-10,5462.35,5505.30,5506.15,5452.55
26-Aug-10,5477.90,5462.10,5486.55,5454.70
27-Aug-10,5408.70,5489.60,5495.20,5391.95
30-Aug-10,5415.45,5408.90,5469.00,5390.35
31-Aug-10,5402.40,5413.55,5413.90,5348.90
1-Sep-10,5471.85,5403.05,5478.60,5403.05
2-Sep-10,5486.15,5471.90,5513.95,5471.85
3-Sep-10,5479.40,5486.30,5510.40,5473.65
6-Sep-10,5576.95,5479.55,5589.40,5479.55
7-Sep-10,5604.00,5575.90,5625.50,5571.65
8-Sep-10,5607.85,5604.25,5625.30,5567.75
9-Sep-10,5640.05,5608.30,5647.45,5608.10
13-Sep-10,5760.00,5639.20,5770.60,5639.20
14-Sep-10,5795.55,5760.30,5838.45,5760.30
15-Sep-10,5860.95,5795.25,5869.45,5792.20
16-Sep-10,5828.70,5861.10,5901.65,5815.80
17-Sep-10,5884.95,5828.70,5898.40,5828.70
20-Sep-10,5980.45,5885.05,5989.50,5885.05
21-Sep-10,6009.05,5980.50,6032.80,5961.85
22-Sep-10,5991.00,6008.40,6037.40,5946.45
23-Sep-10,5959.55,5991.05,6006.80,5932.40
24-Sep-10,6018.30,5959.45,6029.10,5951.20
27-Sep-10,6035.65,6018.30,6073.50,6018.30
28-Sep-10,6029.50,6036.05,6049.80,5991.30
29-Sep-10,5991.30,6029.15,6071.55,5979.65
30-Sep-10,6029.95,5991.35,6048.45,5963.60
1-Oct-10,6143.40,6030.30,6153.10,6030.30
4-Oct-10,6159.45,6144.70,6222.10,6144.70
5-Oct-10,6145.80,6159.45,6188.35,6118.05
6-Oct-10,6186.45,6150.95,6223.40,6148.60
7-Oct-10,6120.30,6186.85,6199.45,6107.50
8-Oct-10,6103.45,6121.40,6148.60,6067.00
11-Oct-10,6135.85,6105.95,6187.75,6105.95
12-Oct-10,6090.90,6135.95,6144.95,6057.95
13-Oct-10,6233.90,6091.45,6240.25,6089.75
14-Oct-10,6177.35,6234.30,6284.10,6157.90
15-Oct-10,6062.65,6175.90,6200.60,6050.35
18-Oct-10,6075.95,6112.75,6115.10,5985.10
19-Oct-10,6027.30,6114.45,6127.05,6008.15
20-Oct-10,5982.10,6002.95,6038.10,5966.75
21-Oct-10,6101.50,6008.90,6113.50,5984.90
22-Oct-10,6066.05,6113.40,6121.10,6041.35
25-Oct-10,6105.80,6101.25,6151.30,6094.60
26-Oct-10,6082.00,6116.30,6120.25,6074.65
27-Oct-10,6012.65,6075.45,6075.95,5987.55
28-Oct-10,5987.70,6039.95,6071.10,5968.10
29-Oct-10,6017.70,6021.15,6032.65,5937.10
1-Nov-10,6117.55,6092.30,6132.40,6084.75
2-Nov-10,6119.00,6127.55,6138.10,6094.40
3-Nov-10,6160.50,6150.60,6182.50,6146.80
4-Nov-10,6281.80,6209.60,6290.15,6199.35
5-Nov-10,6312.45,6321.85,6338.50,6303.10
8-Nov-10,6273.20,6335.25,6335.90,6265.35
9-Nov-10,6301.55,6281.00,6310.90,6243.55
10-Nov-10,6275.70,6303.20,6307.65,6269.25
11-Nov-10,6194.25,6286.35,6296.55,6179.50
12-Nov-10,6071.65,6182.30,6202.50,6056.75
15-Nov-10,6121.60,6079.90,6128.75,6039.40
16-Nov-10,5988.70,6143.45,6144.05,5970.60
18-Nov-10,5998.80,6075.95,6076.20,5906.75
19-Nov-10,5890.30,6011.30,6013.25,5863.95
22-Nov-10,6010.00,5920.90,6020.25,5905.15
23-Nov-10,5934.75,5971.55,5973.35,5824.95
24-Nov-10,5865.75,5946.80,5976.65,5833.60
25-Nov-10,5799.75,5883.95,5907.10,5780.35
26-Nov-10,5751.95,5828.55,5838.50,5690.35
29-Nov-10,5830.00,5789.95,5843.15,5754.70
30-Nov-10,5862.70,5811.60,5892.25,5768.35
1-Dec-10,5960.90,5871.00,5971.00,5865.55
2-Dec-10,6011.70,6023.05,6029.50,5980.60
3-Dec-10,5992.80,6013.35,6025.40,5964.25
6-Dec-10,5992.25,6033.65,6069.45,5981.70
7-Dec-10,5976.55,5995.05,6001.00,5939.70
8-Dec-10,5903.70,5954.40,5960.00,5878.60
9-Dec-10,5766.50,5924.25,5927.30,5742.30
10-Dec-10,5857.35,5761.00,5865.50,5721.15
13-Dec-10,5907.65,5882.65,5913.80,5795.90
14-Dec-10,5944.10,5928.70,5953.95,5888.75
15-Dec-10,5892.30,5931.15,5942.75,5865.80
16-Dec-10,5948.75,5910.55,5956.15,5855.05
20-Dec-10,5947.05,5926.85,5985.00,5900.25
21-Dec-10,6000.65,5960.40,6007.45,5960.05
22-Dec-10,5984.40,6019.00,6023.80,5958.00
23-Dec-10,5980.00,6005.90,6006.45,5964.60
24-Dec-10,6011.60,5940.25,6017.35,5940.25
27-Dec-10,5998.10,6013.30,6045.75,5991.10
28-Dec-10,5996.00,6005.35,6010.90,5982.25
29-Dec-10,6060.35,6005.15,6067.55,6002.85
30-Dec-10,6101.85,6062.35,6106.40,6062.35
31-Dec-10,6134.50,6105.10,6147.30,6103.55
3-Jan-11,6157.60,6177.45,6178.55,6147.20
4-Jan-11,6146.35,6172.75,6181.05,6124.40
5-Jan-11,6079.80,6141.35,6141.35,6062.35
6-Jan-11,6048.25,6107.00,6116.15,6022.30
7-Jan-11,5904.60,6030.90,6051.20,5883.60
10-Jan-11,5762.85,5901.30,5907.25,5740.95
11-Jan-11,5754.10,5767.95,5842.60,5698.20
12-Jan-11,5863.25,5800.05,5874.20,5711.30
13-Jan-11,5751.90,5850.75,5857.75,5736.70
14-Jan-11,5654.55,5752.10,5833.65,5639.65
17-Jan-11,5654.75,5648.80,5696.15,5624.15
18-Jan-11,5724.05,5682.55,5730.50,5671.25
19-Jan-11,5691.05,5737.35,5747.65,5662.55
20-Jan-11,5711.60,5656.00,5729.45,5634.50
21-Jan-11,5696.50,5692.05,5717.55,5674.50
24-Jan-11,5743.25,5717.10,5756.00,5697.75
25-Jan-11,5687.40,5763.30,5801.55,5680.65
27-Jan-11,5604.30,5725.30,5726.10,5594.95
28-Jan-11,5512.15,5614.00,5614.40,5459.55
31-Jan-11,5505.90,5452.55,5526.85,5416.65
1-Feb-11,5417.20,5537.30,5539.15,5402.00
2-Feb-11,5432.00,5469.55,5490.60,5415.65
3-Feb-11,5526.75,5430.45,5532.65,5418.00
4-Feb-11,5395.75,5519.90,5556.30,5369.05
7-Feb-11,5396.00,5430.15,5440.35,5376.95
8-Feb-11,5312.55,5432.35,5432.35,5303.40
9-Feb-11,5253.55,5293.05,5339.45,5225.65
10-Feb-11,5225.80,5246.05,5272.60,5196.80
11-Feb-11,5310.00,5219.65,5319.45,5177.70
14-Feb-11,5456.00,5340.25,5463.80,5340.25
15-Feb-11,5481.00,5467.75,5506.50,5408.35
16-Feb-11,5481.70,5467.60,5504.80,5460.35
17-Feb-11,5546.45,5501.70,5553.00,5463.40
18-Feb-11,5458.95,5557.55,5599.25,5441.95
21-Feb-11,5518.60,5456.60,5526.25,5413.10
22-Feb-11,5469.20,5504.40,5519.45,5437.30
23-Feb-11,5437.35,5452.45,5495.20,5427.55
24-Feb-11,5262.70,5408.75,5423.40,5242.50
25-Feb-11,5303.55,5321.05,5338.20,5232.75
28-Feb-11,5333.25,5330.15,5477.00,5308.60
1-Mar-11,5522.30,5382.00,5533.05,5373.55
3-Mar-11,5536.20,5478.45,5570.75,5468.25
4-Mar-11,5538.75,5586.20,5608.20,5524.10
7-Mar-11,5463.15,5490.05,5491.25,5408.45
8-Mar-11,5520.80,5466.10,5530.55,5464.75
9-Mar-11,5531.00,5542.40,5563.30,5477.45
10-Mar-11,5494.40,5516.10,5516.30,5468.45
